TV_Name,Rating,Info_Raw,Price,Offers,Deal_Type,rating_review,name,size_cm,size_inch,display,edition,model_id,sound_output,warranty_years,rating_count,review_count
Coocaa S4U Pro 80 cm (32 inch) HD Ready LED Smart Coolita TV 2025 Edition with Dolby Audio | 20W Speak...,4.2,HD Ready | LED Model ID: 32S4U Pro Launch Year: 2025 Total Sound Output: 20 W 1 Year Domestic Warranty,7699,45,Hot Deal,"21,044 Ratings & 2,538 Reviews",Coocaa,80,32.0,LED,4,32S4U,32,1,21044,2538
Samsung 108 cm (43 inch) Full HD LED Smart Tizen TV 2025 Edition with Voice Assistance Remote Control ...,4.3,Full HD | LED Model ID: UA43F5550FUXXL Launch Year: 2025 Total Sound Output: 20 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),21990,20,Upto 6650 Off on Exchange,"9,865 Ratings & 460 Reviews",Samsung,108,43.0,LED, 108,UA43F5550FUXXL,43,2,9865,460
XIAOMI A Series 108 cm (43 inch) Full HD LED Smart Google TV 2025 Edition with 200+ Free Channels | HD...,4.3,Full HD | LED Model ID: L43MB-AFIN Launch Year: 2025 Total Sound Output: 20 W 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,19999,35,Hot Deal,"1,07,508 Ratings & 6,963 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AFIN,43,0,107508,6963
LG LR600 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with Alpha5 Gen 6 AI Processor | 100...,4.3,HD Ready | LED Model ID: 32LR600B6LC Launch Year: 2025 Total Sound Output: 20 W Warranty Information: 1-Year LG India Standard Warranty on Product from the date of purchase (T&C Apply) and 1-year standard warranty on the remote control (only for tech defect in remote controller).,14490,30,Hot Deal,"32,753 Ratings & 1,963 Reviews",LG,80,32.0,LED,600,32LR600B6LC,32,0,32753,1963
TCL 65Q6CS 164 cm (65 inch) Ultra HD (4K) Mini LED Smart Google TV 2025 Edition with High HDR Brightne...,4,Ultra HD (4K) | Mini LED Model ID: 65Q6CS Launch Year: 2025 Total Sound Output: 40 W 2 Years Product Warranty,63999,55,Upto 2000 Off on Exchange,"1,390 Ratings & 156 Reviews",TCL,164,65.0,Mini LED, 65,65Q6CS,65,2,1390,156
XIAOMI FX Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with Alexa built-in | HDR...,4,Ultra HD (4K) | QLED Model ID: L43MB-FPIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,24999,44,Lowest price since launch,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-FPIN,43,0,12783,720
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,12783,720
Foxsky 80 cm (32 inch) QLED HD Ready Smart Google TV with Voice Search with Remote,4.1,HD Ready | QLED Model ID: 32FS-GOOGLE LED TV Launch Year: 2024 Total Sound Output: 30 W 1-Year Foxsky Standard Warranty on Product from the date of purchase,7999,69,Hot Deal,"7,265 Ratings & 1,652 Reviews",Foxsky,80,32.0,QLED, 80,32FS-GOOGLE,32,0,7265,1652
TOSHIBA C350NP 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision Atmos and REGZA En...,4.3,Ultra HD (4K) | LED Model ID: 50C350NP Launch Year: 2024 Total Sound Output: 24 W 1 Year Comprehensive Warranty,25799,47,Upto 2000 Off on Exchange,"7,094 Ratings & 1,172 Reviews",TOSHIBA,126,50.0,LED,350,50C350NP,50,1,7094,1172
PHILIPS 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby Vision |30W Dolby ...,4,Ultra HD (4K) | QLED Model ID: 65PQT8100/94 Launch Year: 2025 Total Sound Output: 30 W 1 Year Domestic Warranty,43999,20,Hot Deal,"1,550 Ratings & 188 Reviews",PHILIPS,164,65.0,QLED, 164,65PQT8100,65,1,1550,188
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4,Ultra HD (4K) | QLED Model ID: L65MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,57890,42,Upto 2000 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,165,65.0,QLED, 165,L65MB-APIN,65,2,12783,720
"MOTOROLA 109 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with 5.0 with 48 W speaker, ...",4.3,Ultra HD (4K) | QLED Model ID: 43UHDGQMVSAQ Launch Year: 2025 Total Sound Output: 48 W 1 year Warranty for Manufacturing Defects,22499,54,Upto 6650 Off on Exchange,"12,142 Ratings & 1,189 Reviews",MOTOROLA,109,43.0,QLED, 109,43UHDGQMVSAQ,43,0,12142,1189
XIAOMI A Series 80 cm (32 inch) HD Ready LED Smart Google TV with 200+ Free Channels |Dolby Audio | DT...,4.3,HD Ready | LED Model ID: L32MA-AIN Launch Year: 2024 Total Sound Output: 20 W 1 Year Warranty on Product and 1 Year Additional Warranty on Panel,11999,52,Bank Offer,"1,07,508 Ratings & 6,963 Reviews",XIAOMI,80,32.0,LED, 80,L32MA-AIN,32,1,107508,6963
Foxsky 80 cm (32 inch) HD Ready LED TV,4,HD Ready | LED Model ID: 32FSN Launch Year: 2023 Total Sound Output: 30 W 1-Year Foxsky Standard Warranty on Product from the date of purchase,6999,64,Upto 2000 Off on Exchange,"5,060 Ratings & 617 Reviews",Foxsky,80,32.0,LED, 80,32FSN,32,0,5060,617
realme TechLife 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4.3,Ultra HD (4K) | QLED Model ID: 50UHDGQRDDVQ Launch Year: 2025 Total Sound Output: 40 W 1 year Warranty for Manufacturing Defects (Applicable only in INDIA),26999,54,Bank Offer,"16,382 Ratings & 1,304 Reviews",realme,126,50.0,QLED, 126,50UHDGQRDDVQ,50,0,16382,1304
XIAOMI FX Series 138.68 cm (55 inch) Ultra HD (4K) LED Smart Fire TV 2025 Edition with Alexa built-in ...,4.3,Ultra HD (4K) | LED Model ID: L55MB-FIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,31999,34,Hot Deal,"81,898 Ratings & 6,088 Reviews",XIAOMI,68,55.0,LED, 138,L55MB-FIN,55,0,81898,6088
XIAOMI A Pro 80 cm (32 inch) QLED HD Ready Smart Google TV 2025 Edition with 200+ Free Channels | HDR ...,4,HD Ready | QLED Model ID: L32MB-APIN Launch Year: 2025 Total Sound Output: 20 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,14999,44,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,80,32.0,QLED, 80,L32MB-APIN,32,2,12783,720
XIAOMI FX Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with Alexa built-in | HDR...,4,Ultra HD (4K) | QLED Model ID: L43MB-FPIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,24999,44,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-FPIN,43,0,12783,720
Uniboom ULTIMA 60 cm (24 inch) HD Ready LED TV 2025 Edition with 30W Sounbar Edition - Aura Vision+ Di...,4,HD Ready | LED Model ID: 24N-ULTIMA Launch Year: 2025 Total Sound Output: 30 W 1 Year on TV | Free Extended Warranty - 915--915-6899,4991,75,Upto 2000 Off on Exchange,"3,797 Ratings & 397 Reviews",Uniboom,60,24.0,LED, 60,24N-ULTIMA,24,1,3797,397
acerpure Nitro 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with 120 Hz GTV 5.0 |A...,3.9,Ultra HD (4K) | QLED Model ID: AP65UG75PNTO5 Launch Year: 2025 Total Sound Output: 50 W 1 Year Comprehensive Warranty On Product,40999,63,Bank Offer,952 Ratings & 118 Reviews,acerpure,164,65.0,QLED, 164,AP65UG75PNTO5,65,1,952,118
MarQ by Flipkart 109 cm (43 inch) Full HD LED Smart Coolita TV,4.2,Full HD | LED Model ID: 43FHDCDQEE1B Launch Year: 2023 Total Sound Output: 24 W 12 Months Warranty,12999,71,Upto 6650 Off on Exchange,"9,685 Ratings & 872 Reviews",MarQ,109,43.0,LED, 109,43FHDCDQEE1B,43,0,9685,872
Thomson 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with HDR 10 | Dolby Atmos | 40W Sound Outp...,4.3,Ultra HD (4K) | QLED Model ID: Q55H1001 Launch Year: 2022 Total Sound Output: 40 W 1 Year Warranty on Product and 6 Months Warranty on Accessories,21999,63,Bank Offer,"36,203 Ratings & 5,831 Reviews",Thomson,139,55.0,QLED, 139,Q55H1001,55,1,36203,5831
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Hot Deal,"81,898 Ratings & 6,088 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,81898,6088
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Upto 2000 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,12783,720
"Hisense 50E7Q 126 cm (50 inch) QLED Ultra HD (4K) Smart VIDAA TV 2025 Edition with Dolby Vision Atmos,...",4.3,Ultra HD (4K) | QLED Model ID: 50E7Q Launch Year: 2025 Total Sound Output: 20 W 1 Years Warranty,27999,53,Hot Deal,"6,821 Ratings & 952 Reviews",Hisense,126,50.0,QLED, 50,50E7Q,50,1,6821,952
Blaupunkt Quantum Dot 80 cm (32 inch) QLED HD Ready Smart Android TV 2025 Edition with 48W Sound Outpu...,4.4,HD Ready | QLED Model ID: 32QD7080 Launch Year: 2025 Total Sound Output: 48 W 1 Year Warranty on Product & 6 Months on Accessories,9999,56,Upto 2000 Off on Exchange,"13,170 Ratings & 3,000 Reviews",Blaupunkt,80,32.0,QLED, 80,32QD7080,32,1,13170,3000
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Hot Deal,"81,898 Ratings & 6,088 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,81898,6088
BESTON 109 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,3.8,"Ultra HD (4K) | QLED Model ID: BS43UGTV Launch Year: 2025 Total Sound Output: 30 W 2 Year warranty on Product , Onsite Warranty on Product and No Delivery Damages Covered",15999,68,Hot Deal,"1,229 Ratings & 163 Reviews",BESTON,109,43.0,QLED, 109,BS43UGTV,43,2,1229,163
TCL 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with MEMC | Dolby Vision-Atmos | H...,4,Ultra HD (4K) | LED Model ID: 50V6C Launch Year: 2025 Total Sound Output: 24 W 2 Years Product Warranty,29990,53,Hot Deal,"3,800 Ratings & 261 Reviews",TCL,126,50.0,LED, 126,50V6C,50,2,3800,261
TCL 75Q6CS 189 cm (75 inch) Ultra HD (4K) Mini LED Smart Google TV 2025 Edition with High HDR Brightne...,4,Ultra HD (4K) | Mini LED Model ID: 75Q6CS Launch Year: 2025 Total Sound Output: 40 W 2 Years Product Warranty,94999,66,Upto 6650 Off on Exchange,"1,390 Ratings & 156 Reviews",TCL,189,75.0,Mini LED, 75,75Q6CS,75,2,1390,156
PHILIPS 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby Vision |30W Dolby ...,4,Ultra HD (4K) | QLED Model ID: 55PQT8100/94 Launch Year: 2025 Total Sound Output: 30 W 1 Year Domestic Warranty,32999,26,Upto 6650 Off on Exchange,"1,550 Ratings & 188 Reviews",PHILIPS,138,55.0,QLED, 138,55PQT8100,55,1,1550,188
Vu GloQLED 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4,"Ultra HD (4K) | QLED Model ID: 65GLOQLED25 Launch Year: 2025 Total Sound Output: 24 W 1 Year Manufaturer Warranty, In the 1st year of the warranty, panel, parts, and labor costs are covered.",42990,33,Hot Deal,808 Ratings & 95 Reviews,Vu,164,65.0,QLED, 164,65GLOQLED25,65,1,808,95
XIAOMI 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HDR 10 | 30...,4.3,Ultra HD (4K) | LED Model ID: L50MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,29999,33,Upto 6650 Off on Exchange,"81,898 Ratings & 6,088 Reviews",XIAOMI,125,50.0,LED, 125,L50MB-AIN,50,2,81898,6088
"Foxsky 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Audio, HDR10 ( 2024)",4.1,Ultra HD (4K) | QLED Model ID: 55FS-GOOGLE LED TV Launch Year: 2024 Total Sound Output: 30 W 1-Year Foxsky Standard Warranty on Product from the date of purchase,24999,74,Hot Deal,"7,265 Ratings & 1,652 Reviews",Foxsky,139,55.0,QLED, 139,55FS-GOOGLE,55,0,7265,1652
XIAOMI FX Series 138.68 cm (55 inch) Ultra HD (4K) LED Smart Fire TV 2025 Edition with Alexa built-in ...,4.3,Ultra HD (4K) | LED Model ID: L55MB-FIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,31999,34,Upto 6650 Off on Exchange,"81,898 Ratings & 6,088 Reviews",XIAOMI,68,55.0,LED, 138,L55MB-FIN,55,0,81898,6088
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Bank Offer,"12,783 Ratings & 720 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,12783,720
Haier 80 cm (32 inch) HD Ready LED Smart Google TV 2025 Edition with HDR10 support |Google Assistant (...,4.3,HD Ready | LED Model ID: LE32W400G-N Launch Year: 2025 Total Sound Output: 16 W 1 Year Comprehensive Warranty,12490,37,Upto 6650 Off on Exchange,432 Ratings & 32 Reviews,Haier,80,32.0,LED, 80,LE32W400G-N,32,1,432,32
Thomson 139 cm (55 inch) QLED Ultra HD (4K) Smart JioTele OS TV 2025 Edition with 48W Sound Output | 2...,4.1,Ultra HD (4K) | QLED Model ID: 55TJQ0032 Launch Year: 2025 Total Sound Output: 48 W 1 Year Warranty on Product & 6 Months on Accessories,26799,34,Bank Offer,"2,275 Ratings & 339 Reviews",Thomson,139,55.0,QLED, 139,55TJQ0032,55,1,2275,339
TCL C655 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with T-SCREEN |Dolby Vision-Atmos | Hands...,4.2,Ultra HD (4K) | QLED Model ID: 55C655 Launch Year: 2024 Total Sound Output: 35 W 2 Years Comprehensive Warranty on Product,37490,69,Hot Deal,"3,122 Ratings & 305 Reviews",TCL,139,55.0,QLED,655,55C655,55,2,3122,305
realme TechLife 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4.3,Ultra HD (4K) | QLED Model ID: 50UHDGQRDDVQ Launch Year: 2025 Total Sound Output: 40 W 1 year Warranty for Manufacturing Defects (Applicable only in INDIA),26999,54,Upto 6650 Off on Exchange,"16,382 Ratings & 1,304 Reviews",realme,126,50.0,QLED, 126,50UHDGQRDDVQ,50,0,16382,1304
Thomson NeoX 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.3,Ultra HD (4K) | QLED Model ID: 65NEOX0009 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,43999,37,Hot Deal,17 Ratings & 0 Reviews,Thomson,164,65.0,QLED, 164,65NEOX0009,65,1,17,0
Thomson NeoX 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.3,Ultra HD (4K) | QLED Model ID: 55NEOX0011 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,31999,36,Upto 2000 Off on Exchange,17 Ratings & 0 Reviews,Thomson,139,55.0,QLED, 139,55NEOX0011,55,1,17,0
"Hisense 43E7Q 108 cm (43 inch) QLED Ultra HD (4K) Smart VIDAA TV 2025 Edition with Dolby Vision Atmos,...",4.3,Ultra HD (4K) | QLED Model ID: 43E7Q Launch Year: 2025 Total Sound Output: 14 W 1 Years Warranty,22999,54,Lowest price since launch,"6,821 Ratings & 952 Reviews",Hisense,108,43.0,QLED, 43,43E7Q,43,1,6821,952
Blaupunkt Quantum Dot 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby Atmo...,4.4,Ultra HD (4K) | QLED Model ID: 55QC7025 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,28999,36,Upto 2000 Off on Exchange,"13,170 Ratings & 3,000 Reviews",Blaupunkt,139,55.0,QLED, 139,55QC7025,55,1,13170,3000
KODAK MotionX 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output | 4 Speaker | ...,4.8,Ultra HD (4K) | QLED Model ID: 65MX1212 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,43999,37,Upto 2000 Off on Exchange,4 Ratings & 0 Reviews,KODAK,164,65.0,QLED, 164,65MX1212,65,1,4,0
KODAK MotionX 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output | 4 Speaker | ...,4.8,Ultra HD (4K) | QLED Model ID: 55MX8888 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,31999,36,Bank Offer,4 Ratings & 0 Reviews,KODAK,139,55.0,QLED, 139,55MX8888,55,1,4,0
TCL S5K 126 cm (50 inch) QLED Full HD Smart Google TV 2025 Edition with 100% Color Volume Plus | 24W D...,4,Full HD | QLED Model ID: 50S5K Launch Year: 2025 Total Sound Output: 24 W 1 Year Product Warranty,26860,55,Upto 2000 Off on Exchange,109 Ratings & 20 Reviews,TCL,126,50.0,QLED,5,50S5K,50,1,109,20
Acer J Series 80.01 cm (32 inch) HD Ready LED Smart Google TV with (Black),4.1,HD Ready | LED Model ID: AR32HDJGR2841AD Launch Year: 2024 Total Sound Output: 24 W 1 Year Warranty,8999,59,Bank Offer,"1,284 Ratings & 91 Reviews",Acer,1,32.0,LED, 80,AR32HDJGR2841AD,32,1,1284,91
iFFALCON by TCL U65 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with MEMC | Dolby ...,4.1,Ultra HD (4K) | LED Model ID: 65U65 Launch Year: 2025 Total Sound Output: 24 W 1 Year Product Warranty,39999,66,Upto 6650 Off on Exchange,"11,883 Ratings & 938 Reviews",iFFALCON,164,65.0,LED,65,65U65,65,1,11883,938
Samsung 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV 2025 Edition with Vision AI |100% Color Vol...,4.1,Ultra HD (4K) | QLED Model ID: QA43QEF6AULXL Launch Year: 2025 Total Sound Output: 20 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),33990,32,Lowest price since launch,"2,438 Ratings & 147 Reviews",Samsung,108,43.0,QLED, 108,QA43QEF6AULXL,43,2,2438,147
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...",4.4,Ultra HD (4K) | LED Model ID: 43UR7500PSC Launch Year: 2023 Total Sound Output: 20 W 1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply),22999,53,Upto 2000 Off on Exchange,"34,142 Ratings & 2,334 Reviews",LG,108,43.0,LED,7500,43UR7500PSC,43,1,34142,2334
Blaupunkt 126 cm (50 inch) QLED Ultra HD (4K) Smart JioTele OS TV 2025 Edition with 48W Sound Output |...,4.2,Ultra HD (4K) | QLED Model ID: BP50JQD0026 Launch Year: 2025 Total Sound Output: 48 W 1 Year Warranty on Product & 6 Months on Accessories,21999,45,Hot Deal,316 Ratings & 68 Reviews,Blaupunkt,126,50.0,QLED, 126,BP50JQD0026,50,1,316,68
Vu GloQLED 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4,"Ultra HD (4K) | QLED Model ID: 50GLOQLED25 Launch Year: 2025 Total Sound Output: 24 W 1 Year Manufaturer Warranty, In the 1st year of the warranty, panel, parts, and labor costs are covered.",27699,34,Lowest price in the year,808 Ratings & 95 Reviews,Vu,126,50.0,QLED, 126,50GLOQLED25,50,1,808,95
realme TechLife 191 cm (75 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4.3,Ultra HD (4K) | QLED Model ID: 75UHDGQRWSTQ Launch Year: 2025 Total Sound Output: 30 W 1 year Warranty for Manufacturing Defects,60999,74,Upto 2000 Off on Exchange,"16,382 Ratings & 1,304 Reviews",realme,191,75.0,QLED, 191,75UHDGQRWSTQ,75,0,16382,1304
Reliance 108 cm (43 inch) Full HD LED Smart Android TV 2025 Edition with Cloud Base TV,3.4,"Full HD | LED Model ID: RW43GD4656FHD Launch Year: 2025 Total Sound Output: 20 W 1 Year Standard Warranty on the Product from the Date of Purchase. For any warranty related issues, please call the Customer Support - [+91-9118112119] [support@reliancegreentech.com], Register Your Warranty Https://www.reliancegreentech.com/registration",14990,50,Hot Deal,12 Ratings & 2 Reviews,Reliance,108,43.0,LED, 108,RW43GD4656FHD,43,1,12,2
XIAOMI by Mi X Pro 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision IQ | HDR10+ | ...,4.3,Ultra HD (4K) | LED Model ID: L43M8-5XIN Launch Year: 2023 Total Sound Output: 30 W 1 Year Warranty on Product and 2 Years Warranty on Panel,17999,64,Upto 2000 Off on Exchange,"29,546 Ratings & 2,871 Reviews",XIAOMI,108,43.0,LED, 108,L43M8-5XIN,43,1,29546,2871
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Lowest price since launch,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,12783,720
TCL P7K 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby Vision- Atmos 30W ...,4.1,Ultra HD (4K) | QLED Model ID: 43P7K Launch Year: 2025 Total Sound Output: 30 W 2 Years Product Warranty,26990,45,Only few left,554 Ratings & 46 Reviews,TCL,108,43.0,QLED,7,43P7K,43,2,554,46
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,4,HD Ready | LED Model ID: 24S-SPECTRA-V2 Launch Year: 2024 Total Sound Output: 30 W 1 Year Standard Warranty on LED TV,5990,73,Bank Offer,"11,781 Ratings & 1,202 Reviews",InnoQ,60,24.0,LED, 60,24S-SPECTRA-V2,24,1,11781,1202
